SPEAKER_01	¿?
E0072_01_249_a_21	¿Por qué te escogería a ti?<P>\nPodría haberme pasado a mí...\nEn mis venas también corre sangre selenita.
E0072_01_249_a_22	Fui su elegido... porque yo mismo había sembrado las semillas de la maldad en mi corazón...<P>\nZemus no hizo más que utilizar mi propia mezquindad...
E0072_01_249_a_23	¡¿Adónde vas?!
E0072_01_249_a_24	¡A por Zemus, que tengo que ajustar cuentas!
E0072_01_249_a_25	¡Espera!
E0072_01_249_a_26	Yo también soy selenita, igual que Zemus. Mi deber es acompañarte.
E0072_01_249_a_27	Adiós, (CECIL)...
E0072_01_249_a_28	¿Vas a dejar que se vaya así, (CECIL)?
E0072_01_249_a_29	Sabes que Golbez no tiene intención de volver... ¿verdad?
E0072_01_249_a_30	...
E0072_01_249_a_31	Tienes que hacer algo. ¡Es tu hermano!
E0072_01_249_a_32	Mi hermano...
E0072_01_249_a_33	¡Sí, tu hermano!
E0072_01_249_a_34	...
E0072_01_249_a_35	Creo que tenemos problemas...
E0072_01_249_a_36	¡Hay que largarse!
E0072_01_249_a_37	¡(CECIL)!
E0072_01_249_a_38	...
E0072_01_249_a_39	¿Qué narices estás haciendo?
E0072_01_249_a_40	¡Tenemos que encontrar alguna forma de salir!
E0072_01_249_a_41	¡Por aquí!
E0072_01_249_a_42	¡(CAIN)!
E0072_01_249_a_43	¡A mí no me la das con queso otra vez!
E0072_01_249_a_44	¡Las charlas, para luego! ¡Primero tenemos que salir de aquí!
E0072_01_249_a_45	¡Deprisa!
E0072_03_161_a_1	Por fin he conseguido volver en mí mismo...<P>\nEntiendo que no perdonéis mis actos después de todo lo que hice...
E0072_03_161_a_2	Claro que no te vamos a perdonar. ¡Lo del gigante es todo tu culpa!
E0072_03_161_a_3	¡¡¡Oye!!!
E0072_03_161_a_4	(ROZA)...
E0072_03_161_a_5	¡No es su culpa! ¡Ya viste cómo Zemus tenía a Golbez bajo su control!
E0072_03_161_a_6	¿Golbez también?
E0072_03_161_a_7	Golbez era el hermano de (CECIL)...
E0072_03_161_a_8	...
E0072_03_161_a_9	Un selenita conocido como Zemus le estaba controlando aprovechándose de su descendencia común.
E0072_03_161_a_10	Golbez y (FOOSUYA) han viajado a la Luna para destruir a Zemus.
E0072_03_161_a_11	No me lo puedo creer... ¡¿Golbez es el hermano de (CECIL)?!
E0072_03_161_a_12	Mi sitio también está en la Luna. ¡Zemus debe sufrir por sus acciones!
E0072_03_161_a_13	Con tal de que no nos traiciones otra vez...
E0072_03_161_a_14	Si ocurriese otra vez, tienes mi permiso para liquidarme.
E0072_03_161_a_15	¡Pues entonces me apunto! <P>\n¡Quiero darle su merecido a ese selenita de pacotilla!
E0072_03_161_a_16	(EDGE)...
E0072_03_161_a_17	Yo también voy.
E0072_03_161_a_18	¡Vamos a la Luna!
E0072_03_161_a_19	(CECIL)...
E0072_03_161_a_20	(ROZA), (RYDIA). Quiero que vosotras dos os quedéis aquí.<P>\nNo quiero exponeros a semejante peligro.
E0072_03_161_a_21	¡No es justo, (CECIL)!
E0072_03_161_a_22	¡Para nada!
E0072_03_161_a_23	Por favor, debéis abandonar la Ballena lunar lo antes posible.
E0072_03_161_a_24	En este tipo de situación, una chavalilla como tú no hace más que estorbar.
E0072_03_161_a_25	"¿A quién estás llamando ""chavalilla""?"
E0072_03_161_a_26	Mírala...
E0072_03_161_a_27	(CECIL)...
E0072_03_161_a_28	¡(CAIN)! ¡(EDGE)!
E0072_07_161_a_01	¡En marcha!
E0072_07_161_a_02	¡(ROZA)!
E0072_07_161_a_03	...
E0072_07_161_a_04	Apártate, (ROZA), por favor.
E0072_07_161_a_05	¡No! ¡O me llevas o nos quedamos todos!
E0072_07_161_a_06	¿Por qué me haces esto?...
E0072_07_161_a_07	Lo único que quiero de esta vida es estar junto a ti... Lo demás no importa.
E0072_07_161_a_08	(ROZA)...
E0072_07_161_a_09	No te deja más remedio, (CECIL)...
E0072_07_161_a_10	Las mata callando...
E0072_07_161_a_11	Vale... (ROZA), daré mi vida por protegerte.
E0072_07_161_a_12	¡Ha funcionado!
E0072_07_161_a_13	¡¿Qué haces tú aquí?!
E0072_07_161_a_14	Ya te lo dije. Esta guerra no la luchas tú solo.<P>\nAdemás, yo soy la única que puede invocar bestias que nos ayuden...
E0072_07_161_a_15	¡Pero...! ¿Tú también, (RYDIA)?<P>\nPues nada... Ya estamos todos, supongo. ¡Vamos a por ellos!
E0116_00_298_a_01	¡Al que busca esta espada solo le espera la muerte!
E0116_01_298_a_01	You found Rainbow Robe!
E0117_00_302_a_01	¡Los que son condenados por Zemus jamás portarán esta espada!
E0117_01_302_a_01	You found Asura Rod!
E0114_00_311_a_01	¡Si codicias la lanza sagrada, tu inmolación está asegurada!
E0114_01_311_a_01	You found Hero Shield!
E0118_00_312_a_01	Protegeremos las cintas con nuestro poder sagrado.
E0115_00_313_a_01	¡Jamás portará alguien la espada maldita, Masamune!
E0115_00_313_a_02	You found Asura Rod!
E0074_00_317_a_01	¡Golbez! ¡(FOOSUYA)!
E0074_00_317_b_01	¡Conjura Meteo! ¡Ahora!
E0074_00_317_b_02	¡Listo!
E0074_00_317_b_03	Muere en el intento.
E0074_00_317_b_04	El cuerpo fallece.
E0074_00_317_b_05	Pero el espíritu perdura...
E0074_01_317_a_01	Lo conseguimos...
E0074_01_317_a_02	Posees un gran poder... Es una pena que Zemus te controlara.
E0074_01_317_a_03	¡Aquí llega la caballería!
E0074_01_317_a_04	¡Estáis todos aquí!
E0074_01_317_a_05	Veo que llegamos tarde. Me prometí que acabaría con él yo mismo.
E0074_01_317_a_06	(CECIL)...
E0074_01_317_a_07	...
E0074_01_317_a_08	(CECIL)...
E0074_01_317_a_09	Somos... la maldad encarnada... Somos... la... malevolencia de Zemus...
E0074_01_317_a_10	Somos... Zeromus... ¡Y execramos a todo ser vivo!
E0074_01_317_a_11	¡Imposible! ¡Su muerte solo parece haber incrementado su poder!
E0074_01_317_a_12	Zemus... O Zeromus, lo que seas.<P>\n¡Esta vez te aniquilaré por completo!
E0074_01_317_a_13	¡Es hora de que desaparezcas!
E0074_01_317_b_01	¡Meteo no surte efecto!
E0074_01_317_b_02	¡Utiliza el Cristal!
E0074_01_317_b_03	Elegiste el camino de la Oscuridad.
E0074_01_317_b_04	El Cristal no puede purificar tus pecados.
E0074_01_317_b_05	¡Ahora eres parte de las tinieblas!
E0074_01_317_b_06	¡Muere!
E0074_01_317_b_07	Sufrid... Morid...<P>\nNuestro odio es eterno... Nunca pararemos hasta extinguir toda vida...<P>\nEs vuestro turno... Caed... ¡Caed a los abismos!
E0074_03_60_a_1	¡Maestro!
E0074_03_60_a_2	¡(CECIL) y los demás corren grave peligro!
E0074_03_60_a_3	Ajá...
E0074_03_60_a_4	¡Ahora es cuando debemos rezar! ¡Recemos por ellos y este planeta!
E0074_03_60_a_5	¡(PALOM), (POLOM)! ¡Hay que esforzarse para que (CECIL) pueda recibir nuestra fuerza!
E0074_03_60_a_6	¡(CECIL)!
E0074_03_60_a_7	¡Toma mi fuerza!
E0074_03_60_a_8	¡Como no volváis todos sanos y salvos os vais a enterar!
E0074_03_60_a_9	¡Tenéis que volver a salvo!
E0074_03_60_a_10	¡Hacedlo por el reino!
E0074_03_60_a_11	¡Estamos con vosotros!
E0074_03_60_a_12	¡Nosotros también rezaremos!
E0074_03_60_a_13	¡Vamos!
E0074_03_60_a_14	¡Por (CECIL) y los demás!
E0074_03_60_a_15	¡Oh, Luna, oye mi voz! ¡Acepta nuestras plegarias!
E0074_04_317_a_01	¡Golbez...!
E0074_04_317_a_02	Usa... ¡esto!
E0074_04_317_a_03	Has recibido el Cristal.
E0074_04_317_a_04	¡Zeromus! ¡Me niego a caer ante ti!
E0074_04_317_b_01	¡Ey!
E0074_04_317_b_02	¡Déjanos ayudarte!
E0074_04_317_b_03	Sus oraciones te reponen vitalidad.
E0074_04_317_b_04	¡No te rindas!
E0074_04_317_b_05	Confía en ti mismo.
E0074_04_317_b_06	Sus oraciones te otorgan fuerza.
E0074_04_317_b_07	¡Mantén la concentración!
E0074_04_317_b_08	¡Ni se te ocurra morirte!
E0074_04_317_b_09	Sus oraciones incrementan tu resistencia.
E0074_04_317_b_10	Debes prevalecer.
E0074_04_317_b_11	Hermano.
E0074_04_317_b_12	Entrega al Cristal...
E0074_04_317_b_13	el poder sagrado que hay en ti.
E0074_04_317_b_14	¡Zeromus! ¡Muestra tu aspecto verdadero!
E0074_04_317_b_15	Sus oraciones te otorgan poder sagrado.
E0074_04_317_b_16	Zeromus ha revelado su aspecto verdadero.
E0074_04_317_b_17	Gr ... gh... ga...
E0074_04_317_b_18	¡Se ha anulado todo efecto mágico!
E0074_05_317_a_01	¡Imposible! No podemos perecer... No mientras exista...<P>\nel mal en los corazones... de los hombres...<P>\n¡Aaaaaarghhh!
E0074_05_317_a_02	¡Magnífico!
E0074_05_317_a_03	Nunca pude imaginar que poseyerais tal poder...<P>\nSospecho que los seres humanos habéis evolucionado hasta tal punto que ya sobrepasáis incluso a los mismos selenitas.
E0074_05_317_a_04	¡Y que lo digas! ¡Acabas de ver la prueba definitiva!
E0074_05_317_a_05	No puedo olvidar las últimas palabras de Zeromus...
E0074_05_317_a_06	Mientras exista el mal...
E0074_05_317_a_07	La verdadera maldad jamás desaparecerá.<P>\nEn todo ser vivo se libra una batalla entre el bien y el mal.<P>\nEs parte de la armonía universal, que mantiene el equilibrio entre la Luz y la Oscuridad.<P>\nVosotros conquistasteis el mal en vuestros corazones y por eso derrotasteis a Zemus.
E0074_05_317_a_08	¡Qué rollo! ¡Ni que fuera para tanto!
E0074_05_317_a_09	¡Qué maleducado eres! Me sorprende que Zemus no intentara controlarte, ¡porque maldad no te falta!
E0074_05_317_a_10	¡Me hieres en el alma! Si soy más bueno que el pan...
E0074_05_317_a_11	Eh... Bueno, mejor será que vuelva a mi hogar. ¿Qué haréis vosotros?
E0074_05_317_a_12	Nosotros también volveremos a casa.
E0074_05_317_a_13	Desde luego. Más de uno estará preocupado por nosotros.
E0074_05_317_a_14	Me alegro de que podáis contar con amigos tan buenos.<P>\n¡Me despido con la esperanza de que nuestros caminos vuelvan a cruzarse!
E0074_05_317_a_15	¿Podría...? ¿Podría acompañarte?
E0074_05_317_a_16	¿De verdad deseas acompañarme?
E0074_05_317_a_17	Sí... Me sería imposible volver a casa después de todas las atrocidades que he cometido.<P>\nTambién me gustaría poder conocer la raza de mi padre.
E0074_05_317_a_18	Tu sangre selenita anhela regresar a su verdadero hogar...<P>\nSería un honor que me acompañases, pero debes prepararte para un largo sueño.
E0074_05_317_a_19	Gracias...
E0074_05_317_a_20	Antes, cuando gritaste mi nombre, parecía que estabas preocupado...<P>\n¿Significa eso que me has perdonado, (CECIL)?...<P>
E0074_05_317_a_21	...
E0074_05_317_a_22	¡Qué tonterías digo! Alguien como yo no merece la redención.
E0074_05_317_a_23	Pasaremos un largo periodo de tiempo en un profundo letargo.<P>\nEspero que podáis disfrutar de paz y tranquilidad en el futuro.
E0074_05_317_a_24	Vamos.
E0074_05_317_a_25	Sí...
E0074_05_317_a_26	(CECIL)...
E0074_05_317_a_27	¿Estás seguro de que quieres dejar las cosas así?
E0074_05_317_a_28	¡Es tu hermano!
E0074_05_317_a_29	Adiós a todos.
E0074_05_317_a_30	¡(CECIL)!
E0074_05_317_a_31	...<P>\nAdiós no... ¡Hasta la próxima, hermano!
E0074_05_317_a_32	(CECIL)...
E0074_05_317_a_33	¡Hasta luego, (CECIL)! ¡Cuídate, hermano!
E0030_00_353_a_01	Congratulations!
E0030_00_353_a_02	You have defeated The Fabul Gauntlet!
E0030_00_353_a_03	" "
E0030_00_353_a_04	Thank you for playing!
E0030_00_353_a_05	
E0030_00_353_a_06	Creator, Design, and Programming
E0030_00_353_a_07	gameboyf9
E0074_06_354_a_01	Thanks to the Beta Helpers
E0074_06_354_a_02	Invenerable, LQFleury14, Eatitup_86, PoorlyDrawnBees,
E0074_06_354_a_03	FrançoiseHarpie, sorbius, Infinious, and Buffalax
E0074_06_354_a_04	
E0074_06_354_a_05	Special Thanks to...
E0074_06_354_a_06	mcgrew, Albeoris, Silvris, and Rexx Raul
E0074_08_335_a_01	Empezaremos con el entrenamiento de hoy.
E0074_08_335_a_02	Sí, maestro.
E0074_08_335_a_03	Eh... ¿Dónde está (PALOM)?
E0074_08_335_a_04	¡Ya estamos! ¡Otra vez no!
E0074_09_336_a_01	Entonces, decidí conjurar Hielo contra el monstruo del monte Ord...
E0074_09_336_a_02	¡Patapaf!
E0074_09_336_a_03	¡Ayyy!
E0074_09_336_a_04	¡Has llegado tarde a clase otra vez! ¡El maestro está muy enfadado!
E0074_10_335_a_01	¿Cuántas veces tendré que castigarte antes de que aprendas, hijo mío?
E0074_10_335_a_02	¡A este paso, te harán falta décadas de estudio para que llegues a ser la mitad de sabio de lo que era (TELLA)!
E0074_10_335_a_03	Como castigo, tendrás que entrenar el doble que tu hermana hoy.
E0074_10_335_a_04	¡Eso no es justo!
E0074_10_335_a_05	¡Pues a mí me parece que el castigo se queda corto!
E0074_11_337_a_01	¿Cuándo te darás cuenta de que tienes responsabilidades? ¡Eres el príncipe, rayos!
E0074_11_337_a_02	¡Lo sé! ¡Lo sé! ¡Hay que ver...!
E0074_11_337_a_03	Si en vez de perseguir faldas te dedicaras a gobernar como es debido...
E0074_11_337_a_04	Que sí, lo que tú digas.
E0074_11_337_a_05	Me da a mí que todo va a seguir igual...
E0074_11_337_a_06	¡Basta ya! ¡Lo entiendo! ¡Asumiré mis responsabilidades reales!...<P>\nPero es que no puedo parar de pensar en (RYDIA)... Es tan guapa...
E0074_11_337_a_07	¡Su alteza! ¡¿Acaso me está escuchando?!
E0074_12_341_a_01	Esa chica ha demostrado poseer un espíritu inquebrantable.
E0074_12_341_a_02	Desde luego. Jamás me atreví a pensar que conseguiría volver.
E0074_12_341_a_03	¡(RYDIA)!
E0074_12_341_a_04	(RYDIA), ¿por qué tengo colmillos y tú no? ¡Ojalá no los tuviera para parecerme más a ti! ¡Quiero ser como tú!
E0074_12_341_a_05	¡No digas tonterías! ¡Las apariencias no importan!
E0074_12_341_a_06	Estoy ansiosa por ver lo que el futuro depara a la Tierra de invocación.
E0074_12_341_a_07	¡Yo estoy ansioso de ver lo hermosa que se volverá esta muchacha!
E0074_12_341_a_08	Lo importante está en nuestro interior.
E0074_12_341_a_09	¿A que sí, (CECIL)?...
E0074_13_333_a_01	Cariño...
E0074_13_333_a_02	"Ahora que eres una reina tienes que llamarme ""mi rey""."
E0074_13_333_a_03	Vale, vale... ¡Pero es que no me pega ser tan formal!
E0074_13_333_a_04	¡Ahivá! ¡Llego tarde al entrenamiento!
E0074_13_333_a_05	¡Vamos!
E0074_13_333_a_06	¡Kiai!
E0074_13_333_a_07	¡Cariño! ¿No deberías...?
E0074_13_333_a_08	Ten fe en él. (YANG) creará un maravilloso reino para todos nosotros.
E0074_14_330_a_01	¡Su alteza!
E0074_14_330_a_02	¡Espero que algún día no muy lejano nos deleite con su canto sobre el paladín!
E0074_14_330_a_03	Descuida, pero cuando acabe con mis labores. Me imaginaba que lo que más deseabais era devolver el castillo a sus días de gloria.
E0074_14_330_a_04	¡Desde luego!
E0074_14_330_a_05	Prometido, ¿vale?
E0074_14_330_a_06	Anna...
E0074_14_330_a_07	Espero que estés orgullosa de mí. Estoy ayudando a mi pueblo... Cuido de ellos igual que quería cuidar de ti, como me enseñaste.<P>\nSeguro que tú y (TELLA) estáis bien...
E0074_15_340_a_01	¡Lali ho!
E0074_15_340_a_02	¡Nuestra prioridad es reconstruir el castillo lo antes posible!
E0074_15_340_a_03	¡Su alteza! ¡No tenemos suficientes materiales!
E0074_15_340_a_04	Desmantelad los tanques entonces. La guerra jamás nos amenazará otra vez.
E0074_15_340_a_05	Papá, me pregunto cómo le ira todo a (CECIL) y a sus amigos...
E0074_15_340_a_06	¡Se me había olvidado decírtelo!<P>\nPues resulta que (CECIL) y (ROZA)... ¡son los nuevos reyes de Baronia!
E0074_15_340_a_07	¡Qué bien!
E0074_15_340_a_08	¡Y nos han invitado a la ceremonia de coronación!
E0074_15_340_a_09	¡Qué pasada!
E0074_15_340_a_10	¡Pero, su alteza! ¡No nos está ayudando en nada!
E0074_15_340_a_11	¿Quién es el rey? ¡Yo! ¿Quién da las órdenes? ¡Yo! ¡Ahora vuelve al trabajo, vago!
E0074_15_340_a_12	¡Lali ho!
E0074_16_351_a_01	(CECIL)... (ROZA)...<P>\nTodavía siento vergüenza de mis actos... Me es difícil miraros a la cara.<P>\nPor eso debo probarme en el monte Ordalía, igual que tú, (CECIL). Entrenaré hasta ser el mejor draconarius del mundo, incluso mejor que mi padre...<P>\nHasta ese día... ¡no volveré a Baronia!
E0074_17_338_a_01	¡Eh!
E0074_17_338_a_02	¿Qué te pasa?
E0074_17_338_a_03	¡Mira esto! ¡La Luna...!
E0074_19_329_a_01	¡Ah...!
E0074_19_329_a_02	¿Ocurre algo, (CECIL)?
E0074_19_329_a_03	Me pareció oír... Me pareció oír la voz de mi hermano...
E0074_19_329_a_04	¿De veras?
E0074_19_329_a_05	No estoy seguro, pero... Olvídalo. Seguro que no es más que mi imaginación.
E0074_19_329_a_06	¡Eh, vosotros dos! ¿Por qué no estáis listos? ¡Hoy es vuestro gran día!
E0074_19_329_a_07	¡Ostras! ¡Se nos ha echado el tiempo encima!
E0074_19_329_a_08	¡Ya haréis manitas todo lo que queráis más adelante!<P>\n¡Venga! ¡Vamos, (ROZA)!...<P>\nEh, esto... ¿Vamos, su alteza?
E0074_19_329_a_09	Para ti siempre seré (ROZA).
E0074_19_329_a_10	¡Pues ponte las pilas y vístete de una vez!<P>\n¡Y no te olvides de ponerte el maquillaje, que no tenemos todo el día! ¡A la gente no le gusta esperar a la novia!
E0074_19_329_a_11	¡Ya voy! ¡Ya voy!
E0074_19_329_a_12	Tengo tantas ganas de ver a todos otra vez... Hace tanto que no nos vemos... ¿Estás listo, (CECIL)?
E0074_19_329_a_13	Sí, cuando quieras.
E0074_19_329_a_14	No era solo mi imaginación...<P>\nOí la voz de mi hermano...<P>\nOí cómo me decía adiós...
S0005_999_a_01	Has encontrado: (ITEM_N).
S0005_999_a_02	Has obtenido: (ITEM_N).
S0005_999_a_03	Has obtenido: (NUM) guiles.
S0005_999_a_04	Has encontrado: (NUM) guiles.
S0005_999_a_05	¡Monstruos!
S0005_999_a_06	Está vacío.
S0005_999_a_07	¡No puedes llevar más!
E9999_99_999_c_01	Sí.
E9999_99_999_c_02	No.
N999_C11_999_1_01	No ha ocurrido nada.
N999_C09_999_1_01	Un campo mágico permite el uso de tiendas de lona y cabañas en esta zona. Aquí puedes descansar y guardar tus avances.
N999_C01_999_1_01	Está cerrada.
N999_C01_999_1_02	La puerta se ha abierto.
N999_C10_999_1_01	¡Ay, quema, quema!
E0103_00_153_a_01	Puntos de VIT repuestos y estados alterados anulados.
E0104_00_153_a_01	PM repuestos.
E0153_00_128_a_01	Puntos de VIT y PM repuestos.
S9999_999_a_01	¡Saludos! ¿Cómo le puedo ayudar?
S9999_999_a_06	¡Muchas gracias!
S9999_999_a_09	¿Cuántos quieres?
S9999_999_a_10	¿Cuántos quieres vender?
S0004_999_a_01	Son (KINGAKU) guiles por noche. ¿Te parece bien?
S0004_999_a_02	Vuelve cuando quieras.
S0004_999_a_03	¡No tienes suficientes guiles!
S0004_999_a_04	Buenas noches.
S0004_999_a_05	¡En marcha!
N116_C03_999_01_01	¡Un chocobo!
N116_C01_999_05_01	¡Un chocobo negro!
N116_C00_999_04_01	¡Un chocobo blanco!
N116_C00_999_04_02	PM repuestos.
N028_C00_999_06_01	Aquí huele a chocobo.
N028_C00_999_06_02	¡El Chocobo gordo!
N012_C01_999_05_01	¡Muy buenos días! ¿Te gustaría cambiar de nombre?
N012_C01_999_05_02	Muy bien. Estaré siempre a tu disposición, por si cambias de idea.
N012_C01_999_05_03	¡No te olvides de volver a visitarme!
M031_01	¡Al ataque!
M046_01	¡A la carga!
M136_01	Rastreando intrusos...
M125_01	Croac...
M124_01	¡Sorpresa!
M033_01	Je, je. ¡Te he engañado!
M033_02	¡Te lo devuelvo con intereses!
M135_01	¡Vamos a bailar!
M129_01	Informando al maestro Zemus...
S0011_999_a_01	¿Quieres descansar?
